Iteration,Weight,MSE,Gradient
926,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
927,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
928,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
929,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
930,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
931,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
932,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
933,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
934,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
935,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
936,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
937,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
938,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
939,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
940,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
941,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
942,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
943,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
944,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
945,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
946,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
947,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
948,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
949,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
950,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
951,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
952,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
953,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
954,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
955,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
956,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
957,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
958,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
959,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
960,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
961,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
962,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
963,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
964,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
965,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
966,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
967,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
968,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
969,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
970,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
971,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
972,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
973,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
974,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
975,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
976,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
977,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
978,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
979,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
980,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
981,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
982,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
983,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
984,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
985,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
986,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
987,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
988,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
989,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
990,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
991,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
992,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
993,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
994,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
995,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
996,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
997,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
998,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
999,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
1000,2065.496103896101,24416454.824415587,-2.2118911147117614e-10
